Name,Grade,Style,Partner(empty),Notes,Date,Crag,County,Region,Country,Pitches,Type
"Brad's Rib",f7A+,"Sent x",,,26/Feb/22,"Stanton Moor",Derbyshire,"The Peak Area",England,1,Bouldering
"Big Brother",f7A+,"Sent x",,,26/Feb/22,"Stanton Moor",Derbyshire,"The Peak Area",England,1,Bouldering
Stoneground,f7B+,"Sent x",,,09/Feb/22,"Curbar Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Puck Sit-start",f7A+,"Sent x",,,01/Feb/22,"Burbage South Valley Boulders","South Yorkshire","The Peak Area",England,1,Bouldering
"A Case of Mistaken Identity",f7B,"Sent x",,,31/Jan/22,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Bouldering
"Dick Williams",f7B,"Sent x",,,29/Jan/22,"Secret Garden","South Yorkshire","The Peak Area",England,1,Bouldering
Trust,f7A,Sent,,,26/Jan/22,"The Five Clouds",Staffordshire,"The Peak Area",England,1,Bouldering
Thrust,f7A,Sent,,,26/Jan/22,"The Five Clouds",Staffordshire,"The Peak Area",England,1,Bouldering
"Hard Arête",f7A+,Sent,,,26/Jan/22,"The Five Clouds",Staffordshire,"The Peak Area",England,1,Bouldering
"Finger of Fate",f6B,Sent,,,26/Jan/22,"The Five Clouds",Staffordshire,"The Peak Area",England,1,Bouldering
"Communist Crack","VS 5a",Sent,,,26/Jan/22,"The Five Clouds",Staffordshire,"The Peak Area",England,1,Trad
"Pigs Make Nests",f7C,"Sent x",,,19/Jan/22,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Pigs Make Nests Sit-start",f7C+,"Sent x",,,19/Jan/22,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"The Alliance",f7A,"Sent x",,,19/Jan/22,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Dave's Dyno",f7C,"Sent β",,,15/Jan/22,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"I'm The Captain Now",f6C,"Sent β",,,15/Jan/22,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
Plum,f7A+,"Sent β",,,15/Jan/22,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Velvet Crab",f7A+,"Sent x",,,11/Jan/22,"Burbage North","South Yorkshire","The Peak Area",England,1,Bouldering
"Swingers Party",f7B+,"Sent β",,,05/Jan/22,"Bradley Edge and Quarry",Derbyshire,"The Peak Area",England,1,Bouldering
Eros,7b+,"Lead RP",,,???/2022,Arhi,Kalymnos,"South Aegean",Greece,1,Sport
"Ella L'a",7a+,"Lead O/S",,,???/2022,"Masouri Area",Kalymnos,"South Aegean",Greece,1,Sport
Hipponax,7a,"Lead O/S",,,???/2022,"Masouri Area",Kalymnos,"South Aegean",Greece,1,Sport
"Danny's Problem (Original)",f8A,"Sent x",,"About time...",31/Dec/21,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
Hurricane,f7C,"Sent x",,,22/Dec/21,"Curbar Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Flatworld Sit-start",f7C+,"Sent x",,,25/Nov/21,"Baslow Edge",Derbyshire,"The Peak Area",England,1,Bouldering
Leftworld,f7B,"Sent x",,,25/Nov/21,"Baslow Edge",Derbyshire,"The Peak Area",England,1,Bouldering
Flatworld,f7C,"Sent x",,,20/Nov/21,"Baslow Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Elmer Fudd",f7A+,"Sent x",,,20/Nov/21,"Baslow Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Fat World",f6B,"Sent x",,,20/Nov/21,"Baslow Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Low Rider",f7C+,"Sent x",,,13/Nov/21,"Stanage North",Derbyshire,"The Peak Area",England,1,Bouldering
"Solomon Grundy",f8A,"Sent x",,"1st try after doing the stand",07/Nov/21,"Stanage North",Derbyshire,"The Peak Area",England,1,Bouldering
"Solomon's Seal",f7C+,"Sent x",,,07/Nov/21,"Stanage North",Derbyshire,"The Peak Area",England,1,Bouldering
"Back Street Mime Artist",f8A,"Sent x",,,02/Nov/21,"Burbage North","South Yorkshire","The Peak Area",England,1,Bouldering
"Blind Ali",f7B+,"Sent x",,,27/Oct/21,"Burbage North","South Yorkshire","The Peak Area",England,1,Bouldering
"Truffle Stand-start",f7C,"Sent β",,,11/Oct/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Born Slappy",f7A,"Sent β",,,01/Oct/21,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Unendliche Geschichte 2 / The Never Ending Story 2",f8A,"Sent x",,,15/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Dinos Don't Dyno",f7B,"Sent x",,,15/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Blindfisch,f7B,"Sent x",,,15/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Freiflug / Blindflug",f7A,"Sent x",,,15/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Höhenrausch,f7B+,"Sent x",,,12/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Dropzone,f7A,"Sent x",,,12/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Höhenzone,f7C,"Sent x",,"Bit cheeky on the top out ",12/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Piranja,f7C+,"Sent x",,,11/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Intermezzo,f7C,"Sent x",,,09/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Jack the Chipper",f7C,"Sent β",,,08/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Blue Sky's Mine",f6A+,"Sent β",,,08/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Blown Away",f7B,"Sent β",,,08/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
"Grit de Luxe",f7B,"Sent x",,,08/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
U-Boot,f6C,"Sent β",,,08/Sep/21,"Averstal (Magic Wood)","Graubünden (Grisons)",East,Switzerland,1,Bouldering
Hannibal,f7C,"Sent x",,,05/Sep/21,"Tom's Cave",Derbyshire,"The Peak Area",England,1,Bouldering
"Badgers in the Mist",f7C,"Sent x",,,26/Aug/21,"Rhiw Goch Boulders",Conwy,"North Wales",Wales,1,Bouldering
Moria,f7B,"Sent β",,,26/Aug/21,"Rhiw Goch Boulders",Conwy,"North Wales",Wales,1,Bouldering
"Pie Shop",f7C,"Sent x",,,25/Aug/21,"Tonfedd [Wavelength Boulders]",Gwynedd,"North Wales",Wales,1,Bouldering
"King of Drunks",f7A,"Sent x",,,25/Aug/21,"Tonfedd [Wavelength Boulders]",Gwynedd,"North Wales",Wales,1,Bouldering
"Huffy's Problem",f7C+,"Sent x",,,25/Aug/21,"Cromlech boulders",Gwynedd,"North Wales",Wales,1,Bouldering
"The Pinch",f7C,"Sent x",,,15/Aug/21,"Crag X (Derbyshire)",Derbyshire,"The Peak Area",England,1,Bouldering
"A Bigger Splash Direct - Kneeling Start",f7C,"Sent x",,,15/Aug/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"Slopey Traverse Extension",f7A+,"Sent x",,,12/Aug/21,Lynmouth,Devon,"Devon, Cornwall and Scillies",England,1,Bouldering
"Trench Traverse",f7A+,"Sent x",,,11/Aug/21,"Hartland Quay",Devon,"Devon, Cornwall and Scillies",England,1,Bouldering
"Trench Eliminate",f6C+,"Sent β",,,11/Aug/21,"Hartland Quay",Devon,"Devon, Cornwall and Scillies",England,1,Bouldering
"Dark Art",f8A,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
Colt,f7A+,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"The Phoenix",f7B,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
Resonate,f7C,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
Colt,f7A+,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"The Phoenix",f7B,"Sent x",,,02/Aug/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
Raindogs,8a,"Lead RP",,,27/Jul/21,"Malham Cove","North Yorkshire","Yorkshire & Lincolnshire",England,1,Sport
"Consenting Adults",7a,"Lead β",,,27/Jul/21,"Malham Cove","North Yorkshire","Yorkshire & Lincolnshire",England,1,Sport
"Clash of the Titans",f7A+,"Sent x",,,25/Jul/21,"St. Bees Head",Cumbria,"Northern England",England,1,Bouldering
"Power Pinch",f7B,"Sent x",,,24/Jul/21,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Impropa Opera",f7C,"Sent x",,,24/Jul/21,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Brown Slabs Face",HVD,"2nd &beta;",,,24/Jul/21,"Shepherd’s Crag",Cumbria,"Northern England",England,1,Trad
Ludo,"HS 4a","Lead O/S",,,23/Jul/21,"High Crag",Cumbria,"Northern England",England,1,Trad
Steampunk,7b+,"Lead RP",,,19/Jul/21,"Dale Quarry (Wirksworth)",Derbyshire,"The Peak Area",England,1,Sport
"Higher Ominous Bush",7b,"Lead O/S",,,19/Jul/21,"Dale Quarry (Wirksworth)",Derbyshire,"The Peak Area",England,1,Sport
"Handy Wallhole",7a,"Lead O/S",,,19/Jul/21,"Dale Quarry (Wirksworth)",Derbyshire,"The Peak Area",England,1,Sport
"Infinite Suspense",f7C+,"Sent x",,,08/Jul/21,"Tideswell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
Converter,f7C,"Sent x",,,22/Jun/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Weedkiller footless",f7C,"Sent x",,,22/Jun/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Perverse Reverse Footless",f7C,"Sent x",,,22/Jun/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Swing Time",f7A+,"Sent x",,,21/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Man of Steel",f7B,"Sent x",,,21/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Advanced Training",f7C,"Sent x",,,21/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"22 Chambers",f7B,"Sent x",,,19/Jun/21,"Craig Ty Mawr (Tremeirchion)",Denbighshire,"North Wales",Wales,1,Bouldering
"Flag of Iron",f6C,"Sent β",,,19/Jun/21,"Craig Ty Mawr (Tremeirchion)",Denbighshire,"North Wales",Wales,1,Bouldering
"Jerry's Roof",f7C,"Sent x",,"Serious send train on this one, 3 of us back to back",18/Jun/21,"Cromlech boulders",Gwynedd,"North Wales",Wales,1,Bouldering
"Diesel Power",f8A,"Sent x",,,18/Jun/21,"Cromlech boulders",Gwynedd,"North Wales",Wales,1,Bouldering
"Lizard King Middle",V9,"Sent x",,"3rd try ",18/Jun/21,"Craig Y Llwyfan",Gwynedd,"North Wales",Wales,1,Bouldering
"Popcorn Party",V6,Sent,,,18/Jun/21,"Porth Ysgo",Gwynedd,"North Wales",Wales,1,Bouldering
"Ysgo Crack",V1,Sent,,,18/Jun/21,"Porth Ysgo",Gwynedd,"North Wales",Wales,1,Bouldering
"Marilyn Monroe",f7A,"Sent β",,,18/Jun/21,"Milestone Buttress Boulders",Gwynedd,"North Wales",Wales,1,Bouldering
"The Pinch",f7A+,"Sent β",,,15/Jun/21,"Gorlan (The Sheep Pen)",Gwynedd,"North Wales",Wales,1,Bouldering
"Bus Stop (pre-break)",f7B+,"Sent β",,,14/Jun/21,"Cromlech boulders",Gwynedd,"North Wales",Wales,1,Bouldering
"The Minimum",V7,"Sent β",,,14/Jun/21,"Dinas Mot",Gwynedd,"North Wales",Wales,1,Bouldering
"Mirf's Roof",f7C,"Sent x",,,11/Jun/21,"Peakstone Inn Amphitheatre",Staffordshire,"The Peak Area",England,1,Bouldering
"Simple Simon Dyno",f7A+,"Sent x",,,11/Jun/21,"Wright's Rock Area",Staffordshire,"The Peak Area",England,1,Bouldering
"Simple Simon Start",f7B,"Sent x",,,11/Jun/21,"Wright's Rock Area",Staffordshire,"The Peak Area",England,1,Bouldering
Fingers,f7A,"Sent β",,,11/Jun/21,"Wright's Rock Area",Staffordshire,"The Peak Area",England,1,Bouldering
"Simple Simon Indirect",f7A,"Sent β",,,11/Jun/21,"Wright's Rock Area",Staffordshire,"The Peak Area",England,1,Bouldering
Ebola,f7C+,"Sent x",,,09/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"The End",f6C,Sent,,,09/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Ebola Buttress Right Wall",f5+,Sent,,,09/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Ebola Buttress Centre Wall",f5,Sent,,,09/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Ebola Buttress Left Wall",f4,Sent,,,09/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Sturgeon in the Cupboard",7c+,"Lead RP",,,04/Jun/21,"Chee Dale Upper",Derbyshire,"The Peak Area",England,1,Sport
Countdown,7b,"Lead β",,,04/Jun/21,"Chee Dale Upper",Derbyshire,"The Peak Area",England,1,Sport
"Darl - Pitch 1",7a,"Lead O/S",,,04/Jun/21,"Chee Dale Upper",Derbyshire,"The Peak Area",England,1,Sport
Subterfuge,6c,"Lead O/S",,,04/Jun/21,"Chee Dale Upper",Derbyshire,"The Peak Area",England,1,Sport
"Paint it Black",f7C,"Sent x",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Red or Dead",f7A+,"Sent β",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Free Range Abattoir",f7A+,"Sent β",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Top Shop (Low)",f7B+,"Sent x",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Jerry's Traverse",f7A+,"Sent β",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Somebody's Head",f7A,"Sent β",,,03/Jun/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
Beretta,f7A+,"Sent β",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Fine Art",f7A+,"Sent β",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Beta Blocker",f7A,"Sent β",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Blind Bat",f7A+,"Sent x",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Last Stand",f7A,"Sent x",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"The Vision",f7C,"Sent x",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"A Little Extra (Direct Start Problem)",f7A,"Sent β",,,29/May/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"A Little Extra",7a+,"Lead O/S",,,29/May/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Sport
Staminaband,f8A,"Sent x",,,18/May/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"The Hagg",f7B,"Sent x",,,14/May/21,"Levitt Hagg","South Yorkshire","The Peak Area",England,1,Bouldering
"Light Worker",f7B,"Sent x",,,14/May/21,"Levitt Hagg","South Yorkshire","The Peak Area",England,1,Bouldering
Kudos,f7B,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"A Bigger Tail",f7A,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"Kudos traverse",f7B,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"The Press",f7B+,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"A Bigger Prize",f6C+,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
"A Bigger Splash Direct",f7B,"Sent x",,,07/May/21,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Bouldering
Powerband,f7C,"Sent x",,,05/May/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Let's Get Ready To Rumbleweed (Standing Start)",f7C+,"Sent x",,,05/May/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Out of My Tree",8a,"Lead RP",,,30/Apr/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Sport
"Out of My Tree Start",f7B,"Sent β",,,30/Apr/21,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Mutton Busting",f8A,"Sent x",,,28/Apr/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"King of Lambs",f8A,"Sent x",,,28/Apr/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Jericho Road",f7B,"Sent β",,,26/Apr/21,"Crag X (Derbyshire)",Derbyshire,"The Peak Area",England,1,Bouldering
"Open Gate",7a+,"Lead O/S",,,25/Apr/21,"Chee Dale Upper",Derbyshire,"The Peak Area",England,1,Sport
"E.T. Bone Home",f7A,"Sent x",,,23/Apr/21,"Tideswell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"Ovine Low Left",f7C,"Sent x",,,18/Apr/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
Bovine,f7B,"Sent x",,,18/Apr/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
Ovine,f7B,"Sent β",,,18/Apr/21,"Blackwell Dale",Derbyshire,"The Peak Area",England,1,Bouldering
"The Prow",f7A,"Sent β",,"Highlight of the day was the 8A+ climber not being able to redpoint this ",15/Apr/21,Wainstones,"North Yorkshire","Yorkshire & Lincolnshire",England,1,Bouldering
"Sphinx Nose Traverse","S 4a","Solo O/S",,,15/Apr/21,Wainstones,"North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Monty Python's Direct",f6C+,"Sent x",,,14/Apr/21,"Kyloe-in-the-woods (Kyloe-In)",Northumberland,"Northern England",England,1,Bouldering
"Hitch Hiker's Guide to the Galaxy",f7A+,"Sent x",,,14/Apr/21,"Kyloe-in-the-woods (Kyloe-In)",Northumberland,"Northern England",England,1,Bouldering
"Purely Belter",f7C,"Sent x",,,13/Apr/21,"Shaftoe Crags",Northumberland,"Northern England",England,1,Bouldering
"Suprising Solution",f7A,"Sent β",,,13/Apr/21,"Shaftoe Crags",Northumberland,"Northern England",England,1,Bouldering
"Font Centre",f7A,"Sent β",,,13/Apr/21,"Shaftoe Crags",Northumberland,"Northern England",England,1,Bouldering
"The Boss",f7B,"Sent x",,,13/Apr/21,"Shaftoe Crags",Northumberland,"Northern England",England,1,Bouldering
"Broken Hearts Are For Assholes",f7A+,"Sent β",,,13/Apr/21,"Shaftoe Crags",Northumberland,"Northern England",England,1,Bouldering
"Pogle's Wood",f6C,"Sent β",,,12/Apr/21,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Pogle's Wood Sit-start",f7B+,"Sent x",,,12/Apr/21,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Bin Laden's Cave",f7A,"Sent β",,,12/Apr/21,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Bin Lillemule",f7A+,"Sent β",,,12/Apr/21,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Huffy's Roof",f7C+,"Sent x",,,09/Apr/21,"Curbar Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"The Celtic Cross",f6A+,"Sent β",,,09/Apr/21,"Burbage South Quarries","South Yorkshire","The Peak Area",England,1,Bouldering
"Little Gem (Jump)",f7A,"Sent x",,,08/Apr/21,"Burbage South Quarries","South Yorkshire","The Peak Area",England,1,Bouldering
Trellis,f7A,"Sent x",,,08/Apr/21,"Burbage South Quarries","South Yorkshire","The Peak Area",England,1,Bouldering
Desparête,f7B,"Sent β",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Bad Attitude Sit-start",f7B,"Sent x",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Bad Attitude",f6C,"Sent x",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"The Attitude Inspector",f7A,"Sent β",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Gib's Rib",f7A,"Sent x",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Electrical Storm",f7B,"Sent x",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"The Yoghurt Hypnotist",f7B,"Sent β",,,01/Apr/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Blood Falls",f6C,"Sent β",,,01/Apr/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Chip Shop Mantel",f6B+,"Sent β",,,01/Apr/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"The Line",f6B,"Sent β",,,01/Apr/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Kermit's Ears Sit-start",f6B+,"Sent β",,,01/Apr/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
Domes,f7A+,"Sent β",,,27/Mar/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Short Sean's Reachy Roof",f7A,"Sent β",,,27/Mar/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Short Sean's Proper Roof",V7,"Sent β",,,27/Mar/21,"Rowtor Rocks",Derbyshire,"The Peak Area",England,1,Bouldering
"Mallard sit-start",f7B,"Sent x",,,26/Mar/21,"Crag Z",Derbyshire,"The Peak Area",England,1,Bouldering
Snellen,f7B,"Sent x",,,26/Mar/21,"Crag Z",Derbyshire,"The Peak Area",England,1,Bouldering
"Knights of The Round",f7B,"Sent x",,,26/Mar/21,"Crag Z",Derbyshire,"The Peak Area",England,1,Bouldering
"The Joker",f8A,"Sent x",,,17/Mar/21,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Dope on a Slope",f7A+,"Sent β",,,17/Mar/21,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
Monochrome,f7B,"Sent x",,,16/Mar/21,"Burbage North","South Yorkshire","The Peak Area",England,1,Bouldering
"Pit Fighter",f7B+,"Sent x",,,09/Mar/21,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Brad Pit",f7C,"Sent x",,,06/Mar/21,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
Spike,f7B,"Sent x",,"Second try above 3 pads with a tied down spotter. Significantly harder than jasmine. ",05/Mar/21,"Bamford Edge",Derbyshire,"The Peak Area",England,1,Bouldering
Jasmine,"E6 6b","Solo β",,"Above pads with a tied down spotter. ",05/Mar/21,"Bamford Edge",Derbyshire,"The Peak Area",England,1,Trad
"Master Kush",f7C+,"Sent x",,,02/Mar/21,"Rivelin Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Purple Haze",f7A+,"Sent x",,,02/Mar/21,"Rivelin Edge","South Yorkshire","The Peak Area",England,1,Bouldering
"Made in Sheffield",f7A+,"Sent x",,,27/Feb/21,"Houndkirk Tor","South Yorkshire","The Peak Area",England,1,Bouldering
Mossatrocity,f7C,"Sent x",,,27/Feb/21,Yarncliffe,Derbyshire,"The Peak Area",England,1,Bouldering
"Mossatrocity Stand Start",f7A,"Sent x",,,27/Feb/21,Yarncliffe,Derbyshire,"The Peak Area",England,1,Bouldering
"Tippler Direct","E3 6a","Lead β",,,26/Feb/21,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
"Glass Slipper",f7A,"Sent x",,,25/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Old King Cascade",f7B,"Sent β",,,25/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Pig Heart Boy",f7B,"Sent x",,,25/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Long John's Slab","E3 5c","Solo O/S",,,25/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
"Downhill Racer","E4 6a",Solo,,"Top roped about a year and a half ago, went straight for the solo today",25/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
"Ape Drape",f6C+,"Sent β",,,23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Hot Toddy",f7A+,"Sent x",,,23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Oedipus Start",f6B,Sent,,,23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Oedipus Ring Your Mother","E4 6b","Solo β",,"Above a stack of pads ",23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
"Great Slab","E3 5b","Solo O/S",,,23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
Artless,"E5 6b","Solo G/U",,"Above pads, second try ",23/Feb/21,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
Piss,f7B,"Sent β",,,22/Feb/21,"Higgar Tor","South Yorkshire","The Peak Area",England,1,Bouldering
"Cabin Boy",f7A,"Sent x",,,01/Feb/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"The Cabin",f6C,"Sent β",,,01/Feb/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Kiss Me Arse",f7A,"Sent x",,,01/Feb/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Technical Genius",f7A,"Sent β",,,01/Feb/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"The Buckstone Dyno",f7B,"Sent x",,,31/Jan/21,"Stanage North",Derbyshire,"The Peak Area",England,1,Bouldering
"Obstructive Pensioner",f7A+,"Sent x",,"2nd try ",25/Jan/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Gritstone Megamix",f7A,"Sent x",,"2nd try ",25/Jan/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Thing on a Spring",f7A,"Sent β",,,25/Jan/21,"Birchen Edge",Derbyshire,"The Peak Area",England,1,Bouldering
