Name,Grade,Style,Partner(empty),Notes,Date,Crag,County,Region,Country,Pitches,Type
"Doctor Med Dent",f7B,"Sent x",,,02/Nov/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
"Il Paziente",V9,"Sent x",,,02/Nov/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
"Hopper Extension",f7A+,"Sent x",,,31/Oct/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
"Non Voltarti Indierto",f7B,"Sent x",,,31/Oct/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
Royal,f7A,"Sent x",,,29/Oct/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
Globetrotter,f7A,"Sent x",,,29/Oct/24,Chironico,Ticino,Central,Switzerland,1,Bouldering
"Layback/Dyno combo",f7A+,"Sent β",,,08/Oct/24,"Torridon Celtic Jumble",Highland,"Northern Scotland",Scotland,1,Bouldering
"Malc's Arete",f7B,"Sent x",,,08/Oct/24,"Torridon Celtic Jumble",Highland,"Northern Scotland",Scotland,1,Bouldering
"Picnic At Hanging Rock",f6C+,"Sent x",,,27/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
"Deep Breath Arete",f7A,"Sent x",,,26/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
Cathy,f7A,"Sent β",,,25/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
"Man of Mystery",f7B+,"Sent x",,,25/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
"Pagan Uilleann",f7A+,"Sent β",,,25/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
"The Right to Silence",f7B,"Sent x",,,25/Sep/24,"Nevis Bouldering",Lochaber,"Northern Scotland",Scotland,1,Bouldering
"60 Minute Mullet",f7A+,"Sent x",,,23/Sep/24,"Mini Magic Wood","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
Enthalpy,f7A+,"Sent x",,,22/Sep/24,"Loch Sloy Boulders","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
Powerhouse,f7A,"Sent x",,,22/Sep/24,"Loch Sloy Boulders","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
"The Economist",f6C+,"Sent x",,,22/Sep/24,"Loch Sloy Boulders","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
Splurge,f7A+,"Sent β",,,22/Sep/24,"Loch Sloy Boulders","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
Lopez,f7A,"Sent x",,,11/Sep/24,"Glen Croe Boulders (Southside)","Argyll and Bute","Southern Scotland",Scotland,1,Bouldering
"Bust My Chops RH",f7A,"Sent x",,,09/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
Pongo,f7A,"Sent x",,,08/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Bampot Traverse",f7A,"Sent x",,,08/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Kev's Problem",f7A,"Sent x",,,05/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Mugsy Static",f7A+,"Sent x",,,05/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Mugsy Traverse",f7B,"Sent x",,,05/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Toto SS",f7A,"Sent x",,,05/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
Consolidated,f7B+,"Sent x",,,05/Sep/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
"Slap Happy",f7A,"Sent x",,,31/Aug/24,"Dumbarton Rock","West Dunbartonshire","Southern Scotland",Scotland,1,Bouldering
Ìosal,f7B,"Sent x",,,29/Aug/24,"Rough Heugh (St Helen's)",Borders,"Southern Scotland",Scotland,1,Bouldering
"Tha mi nam shìneadh",f7A,"Sent x",,,29/Aug/24,"Rough Heugh (St Helen's)",Borders,"Southern Scotland",Scotland,1,Bouldering
"Cho reamhar ris an ròn",V6,"Sent x",,,29/Aug/24,"Rough Heugh (St Helen's)",Borders,"Southern Scotland",Scotland,1,Bouldering
"Suworow, Boulder 1, Problem b (Suworow)",f7B+,"Sent x",,,17/Aug/24,"Gotthard Pass",Ticino,Central,Switzerland,1,Bouldering
"Korsakow, Boulder 1, Problem c (Suworow)",f7A+,"Sent x",,,17/Aug/24,"Gotthard Pass",Ticino,Central,Switzerland,1,Bouldering
"Dark side of the moon sit start, Boulder 1, Problem c (Dark Side",f8A,"Sent x",,,15/Aug/24,"Gotthard Pass",Ticino,Central,Switzerland,1,Bouldering
"Dark side of the moon, Boulder 1, Problem c (Dark Side)",f7C+,"Sent x",,"",13/Aug/24,"Gotthard Pass",Ticino,Central,Switzerland,1,Bouldering
"Homo mouse, Boulder 14, Problem a (Scary Christmas)",f7C,"Sent x",,,09/Aug/24,"Gotthard Pass",Ticino,Central,Switzerland,1,Bouldering
"Traverse Left To Right",f7B+,,,,??/Aug/24,"Ailefroide Bouldering",Ailefroide,South-East,France,1,Bouldering
"AWOL Apprentice",f7C,"Sent x",,,27/Jul/24,"Tintagel North",Cornwall,"Devon, Cornwall and Scillies",England,1,Bouldering
"Long Wave Sit Start",V6,"Sent x",,,22/Jun/24,"Long Crag",Cumbria,"Northern England",England,3,Bouldering
"Hacker's Homeland SDS",f7A,"Sent x",,,20/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"From the Earth's Cauldron",f6C,"Sent O/S",,,19/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Hades Lair",f7A,"Sent O/S",,,19/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Rocko's Modern Life",f7A+,"Sent x",,,19/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Shyla Stylez",f7A+,"Sent x",,,19/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
Statstick,f7A,"Sent x",,,18/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Into the Darkness",f7C,"Sent x",,,18/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Picnic Sarcastic Direct (ss)",f7B+,"Sent x",,,18/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Picnic Sarcastic - Direct Finish",f7B+,"Sent x",,,18/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
Deforestation,f7A+,"Sent x",,,17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
"The Cloud Chamber",f7B+,"Sent x",,,17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
"The Bubble Chamber",f7B,"Sent x",,,17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
"Do the Lambrini",f7B,"Sent x",,"",17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
"Lambrini Girl",f7B,"Sent x",,,17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
Thermodynamics,f6C,"Sent x",,,17/Jun/24,"Sour Milk Boulders",Cumbria,"Northern England",England,1,Bouldering
"Weird Science",f7B+,"Sent x",,,16/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Road House",f7C,"Sent x",,,16/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Digital Decade",f7A+,"Sent β",,,14/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Technobabble SDS",f7A,"Sent x",,,14/Jun/24,"Coniston Bouldering",Cumbria,"Northern England",England,1,Bouldering
"Cave grave",f7A,"Sent x",,,11/Jun/24,"Kentmere Boulders",Cumbria,"Northern England",England,1,Bouldering
"Brockstone Dyno / Sitting Bull",f7A,"Sent x",,,11/Jun/24,"Badger Rock",Cumbria,"Northern England",England,1,Bouldering
"Badger Arête (Sit Start)",f7A,"Sent x",,,11/Jun/24,"Badger Rock",Cumbria,"Northern England",England,1,Bouldering
"Feral Heart",f7A+,"Sent x",,,10/Jun/24,"Dunnerdale Boulders",Cumbria,"Northern England",England,1,Bouldering
"Grand Opera",f7C+,"Sent x",,,09/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Snatching the Rough",V7,"Sent x",,,08/Jun/24,"Chapel Stile Boulders",Cumbria,"Northern England",England,1,Bouldering
"Feeling Rough",V5,"Sent x",,,08/Jun/24,"Chapel Stile Boulders",Cumbria,"Northern England",England,1,Bouldering
"Inaudible Vaudeville",f7B+,"Sent x",,,05/Jun/24,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"The Overhang",V5,"Sent x",,,??/Jun/24,"Langdale Boulders",Cumbria,"Northern England",England,1,Bouldering
"The Overhang SS",V7,"Sent x",,,??/Jun/24,"Langdale Boulders",Cumbria,"Northern England",England,1,Bouldering
"The Pocket",V5,"Sent x",,,??/Jun/24,"Langdale Boulders",Cumbria,"Northern England",England,1,Bouldering
"The Den",V5,"Sent x",,,31/May/24,"Hyning Wood Crags",Lancashire,"North-West England",England,1,Bouldering
"Middle Roof Left",V6,"Sent O/S",,,31/May/24,"Hyning Wood Crags",Lancashire,"North-West England",England,1,Bouldering
"Cave Lore",V6,"Sent x",,,31/May/24,"Humphrey Head",Cumbria,"Northern England",England,1,Bouldering
"Arkle (ss)",f6C,"Sent x",,,30/May/24,"Seathwaite Bouldering Circuit",Cumbria,"Northern England",England,1,Bouldering
"Power Pinch",f7B,"Sent x",,,13/Sep/23,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Impropa Opera",f7C,"Sent x",,,13/Sep/23,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Picnic Sarcastic (ss)",f7B,"Sent x",,,13/Sep/23,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"Picnic Sarcastic",f7A+,"Sent x",,,13/Sep/23,"The Bowderstone",Cumbria,"Northern England",England,1,Bouldering
"The Terminator",f7A,"Sent β",,,20/Aug/23,"The Cuttings Boulderfield",Dorset,"Central Southern England",England,1,Bouldering
Teleforce,f7A,"Sent x",,,20/Aug/23,"The Cuttings Boulderfield",Dorset,"Central Southern England",England,1,Bouldering
"Dickhead Plumber",f7A,"Sent β",,,20/Aug/23,"The Cuttings Boulderfield",Dorset,"Central Southern England",England,1,Bouldering
"Lost Decade",f7A,"Sent β",,,20/Aug/23,"The Cuttings Boulderfield",Dorset,"Central Southern England",England,1,Bouldering
"Years Around the Sun",f7A+,"Sent β",,,20/Aug/23,"The Cuttings Boulderfield",Dorset,"Central Southern England",England,1,Bouldering
Kastor,7a,"Lead O/S",,,14/Apr/23,Arhi,Kalymnos,"South Aegean",Greece,1,Sport
"Alexis Zorbas",7b,"Lead RP",,,11/Apr/23,"Spartacus Area",Kalymnos,"South Aegean",Greece,1,Sport
Amphora,7b,"Lead RP",,,09/Apr/23,Odyssey,Kalymnos,"South Aegean",Greece,1,Sport
"Bad Lip",f7A,"Sent x",,,???/2022,"Curbar Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"School of Burl",f7B,"Sent x",,,07/Jul/21,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
"Face Off",f7A+,"Sent x",,,01/Jul/21,Lynmouth,Devon,"Devon, Cornwall and Scillies",England,1,Bouldering
"Flag of Iron",f6C,"Sent β",,,19/Jun/21,"Craig Ty Mawr (Tremeirchion)",Denbighshire,"North Wales",Wales,1,Bouldering
"Skunk X",V6,"Sent x",,,15/Jun/21,"Caseg Fraith Boulder",Gwynedd,"North Wales",Wales,1,Bouldering
"Oh Yeah",f6C+,"Sent x",,,15/Jun/21,"Caseg Fraith Boulder",Gwynedd,"North Wales",Wales,1,Bouldering
"The Pinch",f7A+,"Sent x",,,14/Jun/21,"Gorlan (The Sheep Pen)",Gwynedd,"North Wales",Wales,1,Bouldering
Beretta,f7A+,"Sent x",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Fine Art",f7A+,"Sent x",,"",01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Beta Blocker",f7A,"Sent x",,,01/Jun/21,"Anston Stones Wood","South Yorkshire","The Peak Area",England,1,Bouldering
"Jericho Road",f7B,"Sent x",,,31/May/21,"Crag X (Derbyshire)",Derbyshire,"The Peak Area",England,1,Bouldering
"The Attitude Inspector",f7A,"Sent x",,,07/Apr/21,"Burbage South Edge","South Yorkshire","The Peak Area",England,1,Bouldering
Breakfast,f7A,"Sent x",,,01/Apr/21,"Burbage West","South Yorkshire","The Peak Area",England,1,Bouldering
"Razor Roof",f6C,"Sent x",,,27/Mar/21,"Cratcliffe Tor",Derbyshire,"The Peak Area",England,1,Bouldering
"The Buckstone Dyno",f7B,"Sent x",,,31/Jan/21,"Stanage North",Derbyshire,"The Peak Area",England,1,Bouldering
"Mark's Roof Left-hand",f6C+,"Sent β",,,22/Nov/20,"Gardom's Edge",Derbyshire,"The Peak Area",England,1,Bouldering
"Pop for the Top",f7A,"Sent x",,,25/Aug/20,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
"The Bulge",f7A,"Sent x",,,25/Aug/20,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
"Rock the Kasbah",f7A+,"Sent x",,,25/Aug/20,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
"The Bulge",f7A,"Sent x",,,25/Aug/20,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
"New School Old School",f6C+,"Sent x",,,25/Aug/20,"Biblins Cave",Herefordshire,"The Peak Area",England,1,Bouldering
Exuberance,7a,"Lead β",,,02/Aug/20,Winspit,Dorset,"Central Southern England",England,1,Sport
"Red Rain",6c+,"Lead O/S",,,02/Aug/20,Winspit,Dorset,"Central Southern England",England,1,Sport
"Hoodoo Magic",7a+,"Lead RP",,,21/Jul/20,"Wyndcliff Quarry",Monmouthshire,"South Wales",Wales,1,Sport
"Purple Haze",f7A,"Sent x",,,14/Jul/20,"Tintagel North",Cornwall,"Devon, Cornwall and Scillies",England,1,Bouldering
"All Along the Watchtower",f7B,"Sent x",,,14/Jul/20,"Tintagel North",Cornwall,"Devon, Cornwall and Scillies",England,1,Bouldering
Rubicon,7a,"Lead β",,,10/Jul/20,Water-cum-Jolly,Derbyshire,"The Peak Area",England,1,Sport
"Cave Problem",f7B+,"Sent x",,,09/Jul/20,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Saline Drip Start",f7A,"Sent x",,,09/Jul/20,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Saline Drip (Sit Start)",f7B,"Sent x",,,09/Jul/20,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Basher's Problem",f7A,"Sent x",,,07/Jul/20,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Weedkiller Traverse",f7A+,"Sent x",,,03/Jul/20,"Raven Tor (Miller's Dale)",Derbyshire,"The Peak Area",England,1,Bouldering
"Shakin' Like a Leaf",7a,"Lead RP",,,30/Jun/20,"Cheddar Gorge South",Somerset,"The West Country",England,1,Sport
Wish,f7A+,"Sent x",,,19/Mar/20,"Cratcliffe Tor",Derbyshire,"The Peak Area",England,1,Bouldering
"Dry Wit in a Wet Country",f7A,"Sent x",,,18/Mar/20,"Robin Hood's Stride",Derbyshire,"The Peak Area",England,1,Bouldering
"The Green Traverse",f7A,"Sent x",,,???/2017,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Bouldering
"Senior Citizens In Space",5.8,"Lead O/S",,,06/Jun/25,"Index Town Wall","WA I-5 Corridor-North",Washington,USA,1,Trad
Pisces,5.6,"Lead O/S",,,03/Jun/25,"Index Town Wall","WA I-5 Corridor-North",Washington,USA,1,Trad
"Cat Crack",5.7,"Lead O/S",,,01/Jun/25,"Smoke Bluffs",Squamish,"British Columbia",Canada,1,Trad
Supervalue,5.10c,"Lead O/S",,,01/Jun/25,"Smoke Bluffs",Squamish,"British Columbia",Canada,1,Trad
"Climb and Punishment",5.10d,"Lead O/S",,,01/Jun/25,"Smoke Bluffs",Squamish,"British Columbia",Canada,2,Trad
Mousetrap,5.7,"Lead O/S",,,01/Jun/25,"Smoke Bluffs",Squamish,"British Columbia",Canada,1,Trad
Exasperator,5.10c,"Lead O/S",,,30/May/25,"West Chief",Squamish,"British Columbia",Canada,2,Trad
"Cruel Sister",5.10a,"Lead O/S",,,09/May/25,"Smith Rock","OR Smith Rocks",Oregon,USA,1,Trad
"Swan Slab Gully",5.6,"Solo O/S",,,30/Apr/25,"Swan Slab","CA Yosemite and Tuolumne",California,USA,1,Trad
"Penelope's Problem",5.7,"Solo O/S",,,30/Apr/25,"Swan Slab","CA Yosemite and Tuolumne",California,USA,1,Trad
"Time for Tea Original","E1 5b","Lead O/S",,,16/Nov/24,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
Whitehall,"HVS 5b","2nd &beta;",,,16/Nov/24,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
"Goliath's Groove","HVS 5a","Lead O/S",,,12/Nov/24,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
"Fern Crack","VS 5a","2nd &beta;",,,12/Nov/24,"Stanage Plantation",Derbyshire,"The Peak Area",England,1,Trad
"Z Climb Eliminate","E1 5b","Lead G/U",,,02/Nov/24,Almscliff,"North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Central Climb","VS 4c","2nd &beta;",,,02/Nov/24,Almscliff,"North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Overhanging Groove","HVS 5a","Lead O/S",,,02/Nov/24,Almscliff,"North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Inaccessible Crack","VS 4c","Solo rpt",,,23/Jun/24,"Stanage North",Derbyshire,"The Peak Area",England,1,Trad
Titanic,"VS 4c","Solo O/S",,,23/Jun/24,"Stanage North",Derbyshire,"The Peak Area",England,1,Trad
Voyager,5.11c,AltLd,,"",13/Apr/25,"Fifi Buttress","CA Yosemite and Tuolumne",California,USA,7,Trad
"Knob Job",5.10b,"Lead O/S",,"",11/Apr/25,"Pat and Jack Pinnacle","CA Yosemite and Tuolumne",California,USA,1,Trad
"Superslacker Highway",5.10a,AltLd,,,11/Apr/25,"Pat and Jack Pinnacle","CA Yosemite and Tuolumne",California,USA,8,Trad
"Royal Arches",5.7,"AltLd O/S",,"",08/Apr/25,"Royal Arches Area","CA Yosemite and Tuolumne",California,USA,1,Trad
"New Deviations",5.9,"Lead O/S",,,07/Apr/25,"New Diversions Cliff","CA Yosemite and Tuolumne",California,USA,1,Trad
"New Diversions",5.10a,"Lead O/S",,"",07/Apr/25,"New Diversions Cliff","CA Yosemite and Tuolumne",California,USA,1,Trad
"Kiddie Corner",5.10a,"Lead O/S",,,05/Apr/25,"Pat and Jack Pinnacle","CA Yosemite and Tuolumne",California,USA,1,Trad
"Fingers in a Light Socket",5.11d,"Lead G/U",,"",27/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
"Coyne Crack",5.11d,"Lead dog",,"",25/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
Swedin-Ringle,5.12a,"Lead dog",,"",23/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
"Railroad Tracks",5.10a,"Lead O/S",,"",23/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
Anunnaki,5.12a,"Lead G/U",,"",22/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
"Lady Pillar Left",5.10a,"Lead O/S",,"",22/Mar/25,"Indian Creek","UT Southeast Utah",Utah,USA,1,Trad
"Dextrous Hare","E3 5c","Lead G/U",,"",26/Oct/24,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
"Supra Direct","HVS 5b","2nd &beta;",,,26/Oct/24,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
Encouragement,"E1 5b","Lead O/S",,,13/Oct/24,"Hen Cloud",Staffordshire,"The Peak Area",England,2,Trad
Delstree,"HVS 5a","Lead O/S",,,13/Oct/24,"Hen Cloud",Staffordshire,"The Peak Area",England,1,Trad
"Dangerous Crocodile Snogging","E7 6b","Lead RP",,"Used my teeth to help me clip the top quickdraw. Topping out was still less painful and harrowing than going to work ",11/Oct/24,"Ramshaw Rocks",Staffordshire,"The Peak Area",England,1,Trad
"The Crank","VS 5a","Solo O/S",,"",11/Oct/24,"Ramshaw Rocks",Staffordshire,"The Peak Area",England,1,Trad
Ratbag,"E2 5b","Lead O/S",,"",05/Oct/24,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
"Indoor Fisherman","E4 6a","Lead G/U",,"",05/Oct/24,"Froggatt Edge",Derbyshire,"The Peak Area",England,1,Trad
"Avalanche Wall","HVS 5a","Lead rpt",,"",04/Oct/24,"Curbar Edge",Derbyshire,"The Peak Area",England,1,Trad
"Yosemite Wall","E2 5b","Lead O/S",,"",03/Oct/24,"Stanage Popular",Derbyshire,"The Peak Area",England,1,Trad
Pathos,"E3 6a","Lead β",,,28/Sep/24,"Brimham Rocks","North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Birch Tree Wall","VS 4c","Solo O/S",,,28/Sep/24,"Brimham Rocks","North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Left Wall","E5 6a","Lead G/U",,"",28/Sep/24,"Brimham Rocks","North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Right-Hand Crack","VS 4b","Solo O/S",,,28/Sep/24,"Brimham Rocks","North Yorkshire","Yorkshire & Lincolnshire",England,1,Trad
"Embankment 3 (P1)","E1 5b","Lead rpt",,,26/Aug/24,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
"Great West Road","E3 5b","Lead O/S",,"",26/Aug/24,"Millstone Edge","South Yorkshire","The Peak Area",England,2,Trad
"Captain Bastard Got There First","E2 5c","DWS O/S",,,17/Aug/24,Lulworth,Dorset,"Central Southern England",England,1,Trad
"Venus Flytrap","E2 5c","Lead O/S",,,28/Aug/23,Lundy,Devon,"Devon, Cornwall and Scillies",England,1,Trad
"The Indy 500","E1 5b","Lead O/S",,,27/Aug/23,Lundy,Devon,"Devon, Cornwall and Scillies",England,1,Trad
"Double Diamond","HVS 5b","Lead O/S",,,26/Aug/23,Lundy,Devon,"Devon, Cornwall and Scillies",England,1,Trad
Offspring,"E5 6b","Lead G/U",,"",20/Aug/23,"Burbage South Quarries","South Yorkshire","The Peak Area",England,1,Trad
Plexity,"HVS 5a","Lead O/S",,,06/Aug/23,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
Orang-outang,"E2 5c","Lead G/U",,"",29/Jul/23,"Stanage North",Derbyshire,"The Peak Area",England,1,Trad
"Goosey Goosey Gander","E5 6a","Lead G/U",,"",29/Jul/23,"Stanage North",Derbyshire,"The Peak Area",England,1,Trad
"Brown Slabs Scoop",HS,"Lead O/S",,,09/Jul/23,"Shepherd’s Crag",Cumbria,"Northern England",England,1,Trad
Finale,"HVS 5a","Lead O/S",,,09/Jul/23,"Shepherd’s Crag",Cumbria,"Northern England",England,1,Trad
Dexterity,"E1 5b","Lead rpt",,"",07/Jun/23,"Millstone Edge","South Yorkshire","The Peak Area",England,1,Trad
